"Date","Test #","Sample ID","Grade Match #1","Grade Match #2","Grade Match #3","Mode","AVG","H","He","Li","Be","B","C","N","O","F","Ne","Na","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","Ge","As","Se","Br","Kr","Rb","Sr","Y","Zr","Nb","Mo","Tc","Ru","Rh","Pd","Ag","Cd","In","Sn","Sb","Te","I","Xe","Cs","Ba","La","Ce","Pr","Nd","Pm","Sm","Eu","Gd","Tb","Dy","Ho","Er","Tm","Yb","Lu","Hf","Ta","W","Re","Os","Ir","Pt","Au","Hg","Tl","Pb","Bi","Po","At","Rn","Fr","Ra","Ac","Th","Pa","U","Np","Pu","Am","Cm","Bk","Cf","Es","Fm","Md","No","Lr","Rf","Db","Sg","Bh","Hs","Mt","Ds","Rg","Cn","Uut","Fl","Uup","Lv","Uus","Uuo"
"2023-01-16 14:34:22","241","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1313","7.79","39.50","562","","","","3.64","1.14","","1067","59","","417","1.09","","8.7","","40","","","","","","","222","99","52","112","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","4.6","","","","","","","","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 14:37:29","242","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1715","7.87","40.18","587","","","","3.64","1.17","","1045","","","430","1.10","","7.7","","40","","","","","","","224","100","49","104","37","","","","","","","","","","","","","","","1026","","","","","","","","","","","","","","","","","41","","","","","","","","","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 14:41:02","243","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","4.87","9.77","34.10","943","","","","2.46","9003","","3431","136","106","531","3.45","34","68","29","141","","","","","","","102","394","23","183","8.2","","","","","","","","","","","","","","","1063","","","","","","","","","","","","","","","","","35","7.0","","","","","","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 14:44:23","244","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","4.91","9.81","34.23","963","","","","2.45","8999","","3502","126","112","527","3.45","38","66","26","142","","","8.5","","","","104","395","25","182","7.7","","","","","","","","","","","","","","","897","","","","","","","","","","","","","","","","","38","7.4","","","","","","","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 14:47:36","245","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","4.91","9.97","34.91","1017","","","","2.51","9123","","3478","113","123","550","3.51","31","68","31","145","","","7.7","","","","105","398","23","188","9.0","","","","","","","","","","","","","","","1228","","","","","","","","","","","","","","","","","40","","","","","","","","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 15:08:38","246","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","9902","8.64","38.22","951","","","","2.51","2.94","","2653","104","","686","2.83","","12","","60","","","","","","","108","200","27","134","8.2","","","","","","","","","","","","","","","921","","","","","","","","","","","","","","","","","37","","","","","","","","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 15:11:43","247","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1.03","8.79","38.60","998","","","","2.51","2.97","","2575","92","","687","2.92","23","10","","62","","","","","","","108","201","30","142","9.7","","","","","","","","","","","","","","","1371","","","","","","","","","","","","","","","","","44","","","","","","","","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 15:14:54","248","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","9824","8.83","38.88","978","","","","2.56","2.98","","2610","113","","678","2.88","","12","","62","","","","","","","110","202","29","138","7.1","","","","","","","","","","","","","","","1409","","","","","","","","","","","","","","","","","42","","","","","","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 15:19:38","249","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","3424","7.93","38.52","432","","","","3.15","1.67","","1278","","","488","1.59","","7.0","","42","","","","","","","123","136","28","151","10","","","","","","","","","","","","","","","1461","","","","","","","","","","","","","","","","","34","","","","","","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 15:24:46","250","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","4599","8.26","40.08","483","","","","3.20","1.71","","1333","60","32","501","1.64","18","10","","46","","","","","","","125","139","28","127","13","","","","","","","","","","","","","","","1319","","","","","","","","","","","","","","","","","37","","","","","","","1.4","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 15:27:54","251","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","3252","8.05","39.50","466","","","","3.16","1.69","","1266","","","465","1.60","","7.7","","43","","","","","","","125","134","28","131","12","","","","","","","","","","","","","","","1423","","","","","","","","","","","","","","","","","33","5.4","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 15:31:47","252","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","7106","9.09","38.93","775","","","","3.09","2.66","","2068","91","","635","2.30","19","7.8","","57","","","","","","","142","189","35","128","12","","","","","","","","","","","","","","","1636","","","","","","","","","","","","","","","","","44","6.4","","","","","","","","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 15:35:29","253","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","7680","9.35","39.71","852","","","","3.15","2.72","","2035","84","","628","2.33","","9.5","","57","","","","","","","142","192","34","168","11","","","","","","","","","","","","","","","1154","","","","","","","","","","","","","","","","","46","5.0","","","","","","","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 15:39:07","254","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","7555","9.36","39.95","791","","","","3.12","2.74","","1936","53","","602","2.23","","8.1","","59","","","","","","","142","190","36","126","11","","","","","","","","","","","","","","","1093","","","","","","","","","","","","","","","","","45","5.4","","","","","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 15:42:38","255","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","6594","9.11","39.45","723","","","","3.23","2.55","","1845","65","30","568","2.02","","7.9","","50","","","","","","","139","184","30","130","11","","","","","","","","","","","","","","","1315","","","","","","","","","","","","","","","","","41","5.8","","","","","","","","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 15:45:47","256","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","6624","9.17","39.35","701","","","","3.22","2.54","","1771","","40","577","1.99","","8.6","","52","","","","","","","136","183","31","125","11","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","36","","","","","","","2.2","","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-16 15:48:52","257","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","6639","9.13","40.40","625","","","","3.22","2.57","","1684","","","533","2.00","","7.5","","49","","","","","","","138","186","33","125","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","","","","","","","","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-17 09:20:10","258","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","2.77","11.28","26.02","339","","","","2167","8.30","","4465","340","38","1410","7.03","157","27","198","72","","","","","","","","302","9.2","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","","","","","","","2.8","","4.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-17 09:23:18","259","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","2.86","11.61","26.88","378","","","","2056","8.50","","4492","322","40","1460","7.17","137","31","203","80","","","","","","","","313","6.6","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","6.2","","","","","","3.3","","4.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-17 09:26:30","260","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","2.99","11.63","26.75","386","","","","2267","8.45","","4323","368","","1422","7.23","142","24","199","78","","","","","","","","308","7.4","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","6.2","","","","","","2.2","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-17 09:30:13","261","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1.05","8.12","35.22","904","240","","","2.18","3.09","","2681","","","649","2.65","45","6.2","11","61","","","","","","","97","222","27","127","7.2","","","","","","","","","","","","","","","1298","","","","","","","","","","","","","","","","","42","","","","","","","1.3","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-17 09:33:24","262","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1.10","8.19","35.45","915","278","","","2.14","3.10","","2592","102","","637","2.67","38","8.9","7.4","60","","","","","","","94","219","30","105","6.2","","","","","","","","","","","","","","","1238","","","","","","","","","","","","","","","","","36","","","","","","","1.7","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-17 09:36:38","263","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1.09","8.28","35.96","971","236","","","2.18","3.15","","2551","60","","623","2.61","35","5.9","8.9","56","","","","","","","95","223","25","129","6.9","","","","","","","","","","","","","","","843","","","","","","","","","","","","","","","","","32","","","","","","","","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-17 09:40:07","264","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","3.18","10.24","29.32","655","","","","4095","7.53","","5162","310","72","1307","6.81","91","31","105","77","","","","","","","","310","15","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","10","","","","","","2.0","","9.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-17 09:43:21","265","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","3.23","10.28","29.41","622","","","","4082","7.51","","4276","238","61","1316","6.84","92","30","74","77","","","","","","","","307","15","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","9.3","","","","","","2.7","","9.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-17 09:46:31","266","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","3.14","10.20","29.10","646","","","","3980","7.47","","4745","270","61","1339","6.86","100","31","78","77","","","","","","","","305","16","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","7.4","","","","","","2.5","","8.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-18 10:33:23","267","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","","7.63","37.85","319","","","","4.22","1.02","","1050","","44","311","9854","31","4.9","","42","","","","","","","296","121","65","171","26","","","","","","","","","","","","","","","1028","","","","","","","","","","","","","","","","","47","5.4","","","","","","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-01-18 11:05:20","268","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","53","175","","","3.57","7562","","1114","42","22","239","7695","5.1","7.3","3.2","35","","","< 1","1.5","","","277","115","","161","24","5.6","","","","","< 1","< 1","","< 1","< 1","7.8","","","","535","63","121","< 1","< 1","","","","","","","","","","","","","","","","","","","","< 1","1.8","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-14 15:00:30","269","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","< 1","15","","","1748","2556","","2.43","416","540","442",">10%","140","323","< 1","45","","","18","4.3","","","5.8","77","","232","43","51","","","","","< 1","< 1","","13","< 1","17","","","","67","54","379","< 1","40","","","","","","","","","","","","","","","","","","","","4.9","7.2","76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-14 15:06:44","270","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","","30.40","7.22","666","685","","","1073","2380","","1.13","460","371","237","12.98","269","382","13","56","","","32","","","","","94","42","466","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114","19","","","","","","","","93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-14 15:11:22","271","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","2.04","2.25","51.99","620","","","","2594","8131","","712","","","3568","8563","56","251","7.1","35","","","8.6","","","","3.2","6.5","8.3","9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-14 15:15:45","272","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","454","685","","","1587","3162","","818","9.6","33","2195","5265","41","189","< 1","29","","","5.2","< 1","","","3.9","6.5","","< 1","1.3","10","","","","","< 1","1.1","","< 1","< 1","17","","","","37","14","28","70","< 1","","","","","","","","","","","","","","","","","","","","< 1","< 1","5.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-14 15:22:25","273","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","< 1","465","","","1.86","2596","","3539","39","42","658","3.52","< 1","34","41","33","","","3.1","< 1","","","26","1.1","","< 1","1.5","< 1","","","","","< 1","1.4","","< 1","< 1","17","","","","26","34","40","< 1","61","","","","","","","","","","","","","","","","","","","","< 1","< 1","5.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-14 16:03:25","274","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","< 1","< 1","","","3406","3132","","2.28","355","548","668",">10%","152","517","80","71","","","21","5.8","","","10","85","","69","39","68","","","","","< 1","< 1","","16","< 1","6.4","","","","115","171","204","< 1","129","","","","","","","","","","","","","","","","","","","","7.1","6.3","127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-14 16:33:56","275","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","1471",">10%","","","4161","1869","","145","< 1","< 1","195",">10%","< 1","6.3","< 1","< 1","","","138","11","","","15","< 1","","< 1","< 1","84","","","","","< 1","< 1","","70","27","40","","","","74","3.1","< 1","< 1","< 1","","","","","","","","","","","","","","","","","","","","11","< 1","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-14 16:43:49","276","Gr5-soil-60","","","","Soil","","","","","","","","","","","","","","","","617",">10%","","","3983","2.28","","318","8.1","< 1","178","7.41","< 1","4.4","< 1","17","","","23","1.9","","","24","21","","< 1","< 1","8.3","","","","","< 1","< 1","","9.0","8.2","1.8","","","","< 1","17","21","84","38","","","","","","","","","","","","","","","","","","","","1.9","< 1","6.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-14 16:56:06","277","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","1.04","1.59","29.38","","12.91","","","4696","2.03","","218","","","154","6.67","74","7.0","16","35","","","50","2.0","","","28","38","6.6","16","20","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.7","","","","","","","","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-14 17:02:59","278","Gr5-soil-60","","","","Mining","","","","","","","","","","","","","3.95","1.86","10.94","","38.69","","","5511","3242","","273","","","","31.50","256","","29","58","","","659","6.3","","","4.1","5.1","","9.5","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","29","","","","","","3.6","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-15 12:01:47","279","RAD1.F1.1","","","","Soil","","","","","","","","","","","","","","","","< 1","888","","","2742","3136","","2.35","488","614","320",">10%","70","253","< 1","49","","","16","2.8","","","3.6","60","","404","45","30","","","","","< 1","< 1","","13","6.9","8.8","","","","38","65","384","115","199","","","","","","","","","","","","","","","","","","","","2.4","8.9","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-15 12:05:29","280","RAD1.F1.2","","","","Soil","","","","","","","","","","","","","","","","< 1","< 1","","","1701","2855","","3.33","548","693","447",">10%","61","354","1.8","73","","","22","3.0","","","4.2","82","","409","52","56","","","","","< 1","< 1","","18","8.7","3.5","","","","76","146","379","112","145","","","","","","","","","","","","","","","","","","","","4.5","5.4","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-15 12:08:59","281","RAD1.F2.1","","","","Soil","","","","","","","","","","","","","","","","< 1","< 1","","","2976","3408","","2.32","1733","1391","938",">10%","334","602","2.1","96","","","18","4.7","","","11","100","","236","44","53","","","","","< 1","< 1","","30","11","28","","","","43","80","541","< 1","< 1","","","","","","","","","","","","","","","","","","","","6.1","2.4","85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-15 12:12:24","282","RAD1.F2.2","","","","Soil","","","","","","","","","","","","","","","","< 1","509","","","5314","4222","","2.30","473","529","458",">10%","49","505","2.7","96","","","21","4.0","","","16","115","","221","42","59","","","","","< 1","< 1","","21","11","32","","","","79","178","382","< 1","30","","","","","","","","","","","","","","","","","","","","4.8","5.5","71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-15 12:15:53","283","RAD1.F3.1","","","","Soil","","","","","","","","","","","","","","","","< 1","677","","","2015","1975","","2.71","445","497","528",">10%","92","380","< 1","80","","","17","3.6","","","5.7","89","","258","43","55","","","","","< 1","< 1","","21","14","14","","","","22","131","422","80","43","","","","","","","","","","","","","","","","","","","","3.5","9.8","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-15 12:19:20","284","RAD1.F3.2","","","","Soil","","","","","","","","","","","","","","","","< 1","1441","","","2014","2237","","2.55","518","591","449",">10%","10","400","< 1","80","","","17","4.0","","","6.0","86","","196","42","49","","","","","< 1","< 1","","21","4.7","20","","","","72","124","490","< 1","< 1","","","","","","","","","","","","","","","","","","","","3.4","7.0","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
